i,v
375542731,0.2
253560971,0.017391304347826087
312853581,0.017391304347826087
864624886,0.017391304347826087
430629403,0.017391304347826087
1059514834,0.017391304347826087
6884316,0.017391304347826087
465439445,0.017391304347826087
16708526,0.017391304347826087
390514791,0.017391304347826087
388537918,0.017391304347826087
1382890433,0.017391304347826087
149154010,0.017391304347826087
616420398,0.017391304347826087
173160725,0.017391304347826087
323559061,0.017391304347826087
1283851726,0.017391304347826087
454815839,0.017391304347826087
413290672,0.017391304347826087
1178706327,0.017391304347826087
496876605,0.017391304347826087
579592081,0.017391304347826087
785943617,0.017391304347826087
112842363,0.017391304347826087
850500839,0.017391304347826087
506573104,0.017391304347826087
492519214,0.017391304347826087
337758129,0.017391304347826087
359380489,0.017391304347826087
281822265,0.017391304347826087
415513012,0.017391304347826087
349384764,0.017391304347826087
263310465,0.017391304347826087
459392242,0.017391304347826087
415215249,0.017391304347826087
407841196,0.017391304347826087
49846066,0.017391304347826087
454241131,0.017391304347826087
450910678,0.017391304347826087
438786796,0.017391304347826087
436934693,0.017391304347826087
518420147,0.017391304347826087
279159946,0.017391304347826087
305936907,0.017391304347826087
29526041,0.017391304347826087
462722,0.017391304347826087
432970267,0.017391304347826087
